client_number,first_name,last_name,email,mobile_number,date_of_birth,gender,province,city,signup_date,event_type,event_date,account_number,product_type,account_status,credit_limit,loan_amount,account_balance,channel,interaction_type,resolved_flag,transaction_type,amount
CL01225,Vusi,Fourie,VUSI.FOURIE10@YAHOO.COM,0733065490,1959-09-10,F,Mpumalanga,Witbank,2022-02-25,Product Enrollment,2022-09-29,AC001620,Credit Card,Active,5000,,1102.22,,,,,
CL01426,Sipho,Sithole,sipho.sithole81@webmail.co.za,27779768556,1982-08-06,F,North West,Mahikeng,2022-03-30,Transaction,2022-10-01,AC001895,Personal Loan,,,,,ATM,,,Withdrawal,-3447.16
CL00149,Grace,Molefe,GRACE.MOLEFE75@GMAIL.COM,,1983-07-10,F,Free State,Bloemfontein,2022-01-07,Product Enrollment,2022-10-06,AC000198,Savings,Active,,,10026.34,,,,,
CL00951,Farhaan,Steyn,farhaan.steyn7@webmail.co.za,+27818278024,2005-07-02,F,Northern Cape,Kimberley,2022-04-09,Transaction,2022-10-06,AC001268,Savings,,,,,POS,,,Refund,6334.93
CL01323,Werner,Smith,werner.smith51@outlook.com,0696612175,1961-08-03,M,Eastern Cape,Gqeberha,2022-08-27,Product Enrollment,2022-10-07,AC001754,Credit Card,Active,20000,,5527.21,,,,,
CL00280,Ilse,Botha,ilse.botha97@yahoo.com,0615951637,1961-01-14,F,Western Cape,Paarl,2022-04-26,Transaction,2022-10-09,AC000369,Personal Loan,,,,,POS,,,POS Purchase,-3609.2
CL00677,Sipho,Botha,SIPHO.BOTHA81@TELKOMSA.NET,0636677240,1959-11-10,F,Western Cape,Cape Town,2022-06-21,Product Enrollment,2022-10-09,AC000891,Personal Loan,Active,,75000,35399.52,,,,,
CL00280,Ilse,Botha,ilse.botha97@yahoo.com,0615951637,1961-01-14,F,Western Cape,Paarl,2022-04-26,Transaction,2022-10-10,AC000369,Personal Loan,,,,,POS,,,POS Purchase,-2848.59
CL00299,Sipho,Zulu,sipho.zulu70@telkomsa.net,+27675882155,2000-12-07,F,Western Cape,Paarl,2022-03-17,Transaction,2022-10-10,AC000391,Savings,,,,,Branch,,,Withdrawal,-4161.26
CL00979,Nokuthula,Steyn, nokuthula.steyn41@telkomsa.net ,0842795994,1988-05-11,M,Free State,Bloemfontein,2022-06-23,Product Enrollment,2022-10-10,AC001312,Personal Loan,Active,,20000,14211.95,,,,,
CL00810,Bongani,Mabaso,bongani.mabaso62@outlook.com,,1979-03-08,M,Limpopo,Polokwane,2022-09-20,Product Enrollment,2022-10-12,AC001059,Credit Card,Active,30000,,16761.98,,,,,
CL01486,Farhaan,Naidoo,FARHAAN.NAIDOO49@TELKOMSA.NET,0807540556,1963-05-27,F,Western Cape,Paarl,2022-08-12,Product Enrollment,2022-10-12,AC001979,Credit Card,Closed,5000,,3947.46,,,,,
CL00108,Lerato,Steyn,lerato.steyn3@webmail.co.za,0799854536,1990-01-31,F,North West,Rustenburg,2022-01-11,Product Enrollment,2022-10-13,AC000136,Credit Card,Active,5000,,302.75,,,,,
CL00835,Bongani,Khumalo,bongani.khumalo70@webmail.co.za,27606581192,1958-09-18,F,Gauteng,Soweto,2022-05-08,Transaction,2022-10-13,AC001094,Personal Loan,,,,,POS,,,POS Purchase,-2329.63
CL01310,Sipho,Molefe,SIPHO.MOLEFE65@OUTLOOK.COM,,1956-12-11,U,Gauteng,Pretoria,2022-07-25,Transaction,2022-10-13,AC001739,Credit Card,,,,,Online Banking,,,EFT Payment,6395.33
CL00602,Precious,Adams, precious.adams14@webmail.co.za ,060 752 9468,1983-06-11,U,Eastern Cape,Mthatha,2022-09-05,Product Enrollment,2022-10-16,AC000793,Savings,Active,,,59716.61,,,,,
CL00320,Andile,Mabaso,andile.mabaso29@yahoo.com,+27771163128,1991-03-29,F,North West,Rustenburg,2022-05-19,Transaction,2022-10-18,AC000413,Savings,,,,,Online Banking,,,EFT Payment,1441.6
CL01137,Karabo,Zulu,karabo.zulu32@yahoo.com,+27815951813,1964-11-02,M,Eastern Cape,East London,2022-05-12,Transaction,2022-10-19,AC001512,Savings,,,,,EFT,,,Deposit,5128.44
CL01156,Riaan,Petersen,riaan.petersen58@webmail.co.za,082-805-8810,1973-08-20,M,Gauteng,Sandton,2022-02-02,Product Enrollment,2022-10-19,AC001540,Credit Card,Active,30000,,16162.01,,,,,
CL00845,Johan,Govender,johan.govender22@webmail.co.za,0663341247,1999-10-23,F,Mpumalanga,Witbank,2022-02-28,Product Enrollment,2022-10-21,AC001107,Savings,Closed,,,4906.47,,,,,
CL00976,Riaan,Smith,riaan.smith22@gmail.com,0736662609,1973-02-21,,Eastern Cape,Mthatha,2022-02-18,Product Enrollment,2022-10-23,AC001305,Savings,Active,,,70491.54,,,,,
CL00577,Mpho,Botha,mpho.botha27@webmail.co.za,+27659840363,1981-12-29,M,Western Cape,Stellenbosch,2022-08-16,Transaction,2022-10-25,AC000761,Credit Card,,,,,Branch,,,Withdrawal,-2644.42
CL00677,Sipho,Botha,SIPHO.BOTHA81@TELKOMSA.NET,0636677240,1959-11-10,F,Western Cape,Cape Town,2022-06-21,Transaction,2022-10-25,AC000892,Savings,,,,,POS,,,POS Purchase,-7174.2
CL00931,Andile,Fourie,andile.fourie12@outlook.com,0724391499,1976-05-25,M,Northern Cape,Kimberley,2022-07-27,Product Enrollment,2022-10-25,AC001234,Personal Loan,Active,,10000,8937.03,,,,,
CL00640,Wian,Molefe,WIAN.MOLEFE41@GMAIL.COM,062 530 7726,2001-09-30,M,Gauteng,Pretoria,2022-01-11,Product Enrollment,2022-10-26,AC000846,Personal Loan,Active,,75000,63059.62,,,,,
CL00639,Johan,Mahlangu,johan.mahlangu69@telkomsa.net,27823081873,1984-05-12,M,Gauteng,Pretoria,2022-02-10,Transaction,2022-10-28,AC000845,Savings,,,,,Online Banking,,,EFT Payment,3424.76
CL00951,Farhaan,Steyn,farhaan.steyn7@webmail.co.za,+27818278024,2005-07-02,F,Northern Cape,Kimberley,2022-04-09,Transaction,2022-10-28,AC001268,Savings,,,,,POS,,,POS Purchase,-7150.53
CL00695,Sipho,Petersen,SIPHO.PETERSEN20@OUTLOOK.COM,0674617959,2000-08-08,M,Mpumalanga,Witbank,2022-03-18,Product Enrollment,2022-10-29,AC000915,Savings,Active,,,66256.7,,,,,
CL00792,Wian,Sithole,wian.sithole29@telkomsa.net,+27733034109,1982-03-10,M,Western Cape,Stellenbosch,2022-06-10,Transaction,2022-10-31,AC001041,Personal Loan,,,,,Branch,,,Deposit,4393.83
CL00846,Kagiso,Molefe, kagiso.molefe59@outlook.com ,0656054678,1956-02-10,F,Limpopo,Polokwane,2022-10-17,Product Enrollment,2022-10-31,AC001109,Personal Loan,Active,,100000,9987.8,,,,,
CL01284,Ayesha,Abrahams,ayesha.abrahams4@telkomsa.net,0819067264,1989-05-21,F,Northern Cape,Upington,2022-08-23,Product Enrollment,2022-10-31,AC001714,Credit Card,Active,50000,,40806.19,,,,,
CL01136,Sam,Smith,sam.smith94@webmail.co.za,+27759362556,1997-11-11,M,Northern Cape,Kimberley,2022-01-11,Product Enrollment,2022-11-01,AC001510,Savings,Closed,,,32441.4,,,,,
CL01467,Karabo,Naidoo,karabo.naidoo70@webmail.co.za,073-251-5780,2003-07-03,F,Limpopo,Polokwane,2022-01-15,Product Enrollment,2022-11-01,AC001955,Savings,Active,,,26423.56,,,,,
CL00006,Lindiwe,Smith, lindiwe.smith5@webmail.co.za ,0786279418,1977-02-03,M,Northern Cape,Kimberley,2022-04-25,Transaction,2022-11-03,AC000006,Personal Loan,,,,,EFT,,,Debit Order,-2967.9
CL00896,Riaan,Mahlangu,riaan.mahlangu83@outlook.com,076-201-1437,1971-03-28,F,Eastern Cape,Mthatha,2022-02-17,Product Enrollment,2022-11-03,AC001179,Credit Card,Closed,5000,,4811.52,,,,,
CL00947,Johan,Fourie,johan.fourie78@yahoo.com,0817523750,1994-07-07,F,KwaZulu Natal,Richards Bay,2022-07-24,Transaction,2022-11-03,AC001256,Credit Card,,,,,Mobile App,,,EFT Payment,3610.83
CL00001,Marike,Nkosi, marike.nkosi70@gmail.com ,0679478454,1968-01-10,F,Free State,Bloemfontein,2022-07-29,Product Enrollment,2022-11-05,AC000002,Credit Card,Active,10000,,9530.92,,,,,
CL01323,Werner,Smith,werner.smith51@outlook.com,0696612175,1961-08-03,M,Eastern Cape,Gqeberha,2022-08-27,Transaction,2022-11-05,AC001754,Credit Card,,,,,POS,,,POS Purchase,-577.27
CL00052,Musa,Botha,MUSA.BOTHA73@WEBMAIL.CO.ZA,27734786401,1992-02-12,F,Gauteng,Soweto,2022-04-20,Transaction,2022-11-06,AC000070,Personal Loan,,,,,Online Banking,,,EFT Payment,3271.6
CL00057,Mpho,Nkosi,mpho.nkosi87@webmail.co.za,0768419378,1999-08-09,M,Gauteng,Pretoria,2022-02-12,Transaction,2022-11-06,AC000075,Savings,,,,,Branch,,,Withdrawal,-1774.39
CL01373,Precious,Botha,precious.botha87@telkomsa.net,0613659852,1977-07-01,F,Gauteng,Soweto,2022-03-05,Transaction,2022-11-06,AC001819,Credit Card,,,,,EFT,,,Debit Order,-2156.33
CL00345,Naledi,Dlamini,naledi.dlamini41@telkomsa.net,074-423-7420,1996-02-13,M,Limpopo,Polokwane,2022-09-15,Product Enrollment,2022-11-07,AC000447,Credit Card,Active,5000,,1675.29,,,,,
CL01368,Andile,Mahlangu,andile.mahlangu49@telkomsa.net,+27757002094,1949-07-08,M,Mpumalanga,Witbank,2022-07-07,Transaction,2022-11-07,AC001812,Credit Card,,,,,EFT,,,Fee,-7875.95
CL01244,Farhaan,Mabaso,farhaan.mabaso52@webmail.co.za,074-697-3542,2007-05-06,M,Western Cape,George,2022-05-25,Transaction,2022-11-08,AC001650,Credit Card,,,,,EFT,,,Fee,-7988.89
CL01486,Farhaan,Naidoo,FARHAAN.NAIDOO49@TELKOMSA.NET,0807540556,1963-05-27,F,Western Cape,Paarl,2022-08-12,Transaction,2022-11-08,AC001979,Credit Card,,,,,POS,,,POS Purchase,-3825.16
CL00204,Precious,Sithole,PRECIOUS.SITHOLE82@TELKOMSA.NET,,1969-06-21,M,Free State,Bloemfontein,2022-08-19,Product Enrollment,2022-11-09,AC000269,Savings,Active,,,45332.03,,,,,
CL00343,Marike,Smith,marike.smith28@gmail.com,,1965-10-29,F,North West,Mahikeng,2022-04-17,Product Enrollment,2022-11-11,AC000444,Savings,Closed,,,33133.4,,,,,
CL01225,Vusi,Fourie,VUSI.FOURIE10@YAHOO.COM,0733065490,1959-09-10,F,Mpumalanga,Witbank,2022-02-25,Transaction,2022-11-11,AC001620,Credit Card,,,,,ATM,,,Deposit,6535.32
CL00113,Grace,Dlamini,grace.dlamini40@telkomsa.net,+27614206183,1951-12-06,M,Free State,Bloemfontein,2022-03-27,Product Enrollment,2022-11-12,AC000147,Credit Card,Active,50000,,7900.18,,,,,
CL00282,Naledi,Sithole,,0798433377,1976-01-19,,Mpumalanga,Witbank,2022-04-21,Transaction,2022-11-12,AC000372,Credit Card,,,,,Mobile App,,,EFT Payment,3663.2
CL00564,Mpho,Molefe,mpho.molefe42@outlook.com,0768828026,1948-03-05,U,Northern Cape,Upington,2022-04-17,Transaction,2022-11-12,AC000749,Personal Loan,,,,,POS,,,POS Purchase,-3924.62
CL00914,Thabo,Khumalo,thabo.khumalo62@webmail.co.za,0728585048,1962-07-10,F,Western Cape,Stellenbosch,2022-01-24,Product Enrollment,2022-11-12,AC001203,Credit Card,Closed,15000,,4173.59,,,,,
CL00979,Nokuthula,Steyn, nokuthula.steyn41@telkomsa.net ,0842795994,1988-05-11,M,Free State,Bloemfontein,2022-06-23,Transaction,2022-11-12,AC001312,Personal Loan,,,,,EFT,,,Fee,-7723.16
CL00829,Farhaan,Adams,farhaan.adams7@yahoo.com,070 607 6086,1962-10-14,M,KwaZulu Natal,Durban,2022-01-01,Product Enrollment,2022-11-14,AC001085,Savings,Active,,,66783.51,,,,,
CL00204,Precious,Sithole,PRECIOUS.SITHOLE82@TELKOMSA.NET,,1969-06-21,M,Free State,Bloemfontein,2022-08-19,Transaction,2022-11-15,AC000269,Savings,,,,,Online Banking,,,Refund,352.99
CL00411,Ashwin,Mabaso,ashwin.mabaso81@gmail.com,27791885405,1994-12-14,M,Northern Cape,Kimberley,2022-07-01,Product Enrollment,2022-11-15,AC000539,Credit Card,Closed,5000,,3244.28,,,,,
CL00868,Sam,Steyn,sam.steyn84@outlook.com,27794761327,1989-08-18,M,Western Cape,George,2022-07-21,Transaction,2022-11-15,AC001138,Credit Card,,,,,EFT,,,Debit Order,-119.46
CL00677,Sipho,Botha,SIPHO.BOTHA81@TELKOMSA.NET,0636677240,1959-11-10,F,Western Cape,Cape Town,2022-06-21,Transaction,2022-11-16,AC000891,Personal Loan,,,,,Branch,,,Withdrawal,-4279.88
CL00944,David,Botha, DAVID.BOTHA8@WEBMAIL.CO.ZA ,0601078199,1949-10-30,M,Northern Cape,Upington,2022-05-05,Product Enrollment,2022-11-16,AC001253,Credit Card,Active,5000,,723.74,,,,,
CL01151,Ilse,Abrahams,ilse.abrahams25@gmail.com,+27792482766,1959-07-22,F,Gauteng,Johannesburg,2022-02-06,Product Enrollment,2022-11-16,AC001534,Savings,Active,,,16960.93,,,,,
CL00495,Andile,Petersen,andile.petersen36@outlook.com,,1985-12-08,F,Mpumalanga,Mbombela,2022-08-07,Product Enrollment,2022-11-18,AC000657,Personal Loan,Active,,100000,65577.87,,,,,
CL00947,Johan,Fourie,johan.fourie78@yahoo.com,0817523750,1994-07-07,F,KwaZulu Natal,Richards Bay,2022-07-24,Transaction,2022-11-18,AC001256,Credit Card,,,,,EFT,,,Debit Order,-3343.0
CL00470,Ayesha,Nkosi,AYESHA.NKOSI66@TELKOMSA.NET,0626060776,1951-10-25,F,North West,Mahikeng,2022-03-09,Product Enrollment,2022-11-19,AC000627,Savings,Active,,,59215.09,,,,,
CL00846,Kagiso,Molefe, kagiso.molefe59@outlook.com ,0656054678,1956-02-10,F,Limpopo,Polokwane,2022-10-17,Transaction,2022-11-19,AC001109,Personal Loan,,,,,EFT,,,Debit Order,-7332.94
CL01151,Ilse,Abrahams,ilse.abrahams25@gmail.com,+27792482766,1959-07-22,F,Gauteng,Johannesburg,2022-02-06,Transaction,2022-11-19,AC001534,Savings,,,,,POS,,,POS Purchase,-6240.49
CL00470,Ayesha,Nkosi,AYESHA.NKOSI66@TELKOMSA.NET,0626060776,1951-10-25,F,North West,Mahikeng,2022-03-09,Transaction,2022-11-22,AC000627,Savings,,,,,ATM,,,Withdrawal,-6467.86
CL01376,Farhaan,Govender,FARHAAN.GOVENDER43@GMAIL.COM,0678889649,1979-03-07,F,Eastern Cape,East London,2022-03-11,Product Enrollment,2022-11-24,AC001823,Savings,Active,,,2653.17,,,,,
CL00922,Nomvula,Van der Merwe,nomvula.van der merwe75@yahoo.com,0701180674,1960-08-06,M,Eastern Cape,East London,2022-09-10,Product Enrollment,2022-11-27,AC001214,Personal Loan,Active,,20000,173.25,,,,,
CL01150,Kagiso,Zulu,kagiso.zulu44@yahoo.com,+27831777764,1951-11-05,M,Northern Cape,Upington,2022-02-13,Transaction,2022-11-27,AC001533,Personal Loan,,,,,POS,,,POS Purchase,-5489.66
CL01434,Lindiwe,Steyn,lindiwe.steyn22@telkomsa.net,0652984200,1971-10-17,F,Northern Cape,Kimberley,2022-01-21,Transaction,2022-11-27,AC001909,Credit Card,,,,,EFT,,,Deposit,1448.24
CL01025,Lerato,De Villiers,lerato.de villiers92@gmail.com,0751576165,1970-08-15,M,Gauteng,Soweto,2022-06-19,Product Enrollment,2022-11-28,AC001377,Credit Card,Closed,5000,,4616.36,,,,,
CL01234,Nomvula,Mabaso,nomvula.mabaso72@gmail.com,084-436-1577,2001-06-25,F,Mpumalanga,Witbank,2022-03-02,Product Enrollment,2022-11-28,AC001631,Credit Card,Active,50000,,29031.22,,,,,
CL00914,Thabo,Khumalo,thabo.khumalo62@webmail.co.za,0728585048,1962-07-10,F,Western Cape,Stellenbosch,2022-01-24,Transaction,2022-11-29,AC001203,Credit Card,,,,,EFT,,,Deposit,7971.72
CL01376,Farhaan,Govender,FARHAAN.GOVENDER43@GMAIL.COM,0678889649,1979-03-07,F,Eastern Cape,East London,2022-03-11,Transaction,2022-11-30,AC001823,Savings,,,,,Online Banking,,,EFT Payment,7955.47
CL00695,Sipho,Petersen,SIPHO.PETERSEN20@OUTLOOK.COM,0674617959,2000-08-08,M,Mpumalanga,Witbank,2022-03-18,Transaction,2022-12-01,AC000916,Credit Card,,,,,ATM,,,Withdrawal,-1297.58
CL00845,Johan,Govender,johan.govender22@webmail.co.za,0663341247,1999-10-23,F,Mpumalanga,Witbank,2022-02-28,Product Enrollment,2022-12-01,AC001106,Personal Loan,Active,,100000,52521.06,,,,,
CL00896,Riaan,Mahlangu,riaan.mahlangu83@outlook.com,076-201-1437,1971-03-28,F,Eastern Cape,Mthatha,2022-02-17,Transaction,2022-12-01,AC001179,Credit Card,,,,,Mobile App,,,EFT Payment,3101.35
CL01239,Sam,Adams,sam.adams76@outlook.com,+27775909282,2005-04-25,F,Northern Cape,Upington,2022-05-14,Transaction,2022-12-01,AC001641,Savings,,,,,ATM,,,Withdrawal,-7949.83
CL01137,Karabo,Zulu,karabo.zulu32@yahoo.com,+27815951813,1964-11-02,M,Eastern Cape,East London,2022-05-12,Transaction,2022-12-02,AC001511,Personal Loan,,,,,Branch,,,Withdrawal,-2423.7
CL00042,Karabo,Naidoo,karabo.naidoo28@outlook.com,0792921542,1969-05-26,F,Western Cape,Stellenbosch,2022-08-23,Product Enrollment,2022-12-03,AC000057,Credit Card,Active,50000,,43614.75,,,,,
CL00108,Lerato,Steyn,lerato.steyn3@webmail.co.za,0799854536,1990-01-31,F,North West,Rustenburg,2022-01-11,Transaction,2022-12-03,AC000136,Credit Card,,,,,ATM,,,Withdrawal,-6910.7
CL00057,Mpho,Nkosi,mpho.nkosi87@webmail.co.za,0768419378,1999-08-09,M,Gauteng,Pretoria,2022-02-12,Transaction,2022-12-04,AC000075,Savings,,,,,Branch,,,Withdrawal,-5699.65
CL00810,Bongani,Mabaso,bongani.mabaso62@outlook.com,,1979-03-08,M,Limpopo,Polokwane,2022-09-20,Transaction,2022-12-04,AC001059,Credit Card,,,,,EFT,,,Debit Order,-5932.88
CL01434,Lindiwe,Steyn,lindiwe.steyn22@telkomsa.net,0652984200,1971-10-17,F,Northern Cape,Kimberley,2022-01-21,Transaction,2022-12-04,AC001909,Credit Card,,,,,ATM,,,Withdrawal,-5248.55
CL00320,Andile,Mabaso,andile.mabaso29@yahoo.com,+27771163128,1991-03-29,F,North West,Rustenburg,2022-05-19,Transaction,2022-12-05,AC000413,Savings,,,,,EFT,,,Fee,-5589.71
CL00810,Bongani,Mabaso,bongani.mabaso62@outlook.com,,1979-03-08,M,Limpopo,Polokwane,2022-09-20,Transaction,2022-12-05,AC001059,Credit Card,,,,,Online Banking,,,Refund,0
CL01025,Lerato,De Villiers,lerato.de villiers92@gmail.com,0751576165,1970-08-15,M,Gauteng,Soweto,2022-06-19,Product Enrollment,2022-12-06,AC001376,Personal Loan,Active,,20000,6445.43,,,,,
CL01137,Karabo,Zulu,karabo.zulu32@yahoo.com,+27815951813,1964-11-02,M,Eastern Cape,East London,2022-05-12,Transaction,2022-12-06,AC001511,Personal Loan,,,,,Branch,,,Deposit,7037.96
CL01260,Andile,Petersen, andile.petersen93@telkomsa.net ,075 706 1877,2007-03-15,F,Free State,Welkom,2022-09-12,Product Enrollment,2022-12-06,AC001679,Savings,Closed,,,33930.59,,,,,
CL00981,Tumi,Petersen,tumi.petersen18@yahoo.com,0822536556,2007-08-27,F,North West,Mahikeng,2022-09-07,Product Enrollment,2022-12-07,AC001318,Credit Card,Closed,20000,,3647.86,,,,,
CL01135,Karabo,Govender, karabo.govender82@telkomsa.net ,0613053706,2003-06-14,F,Northern Cape,Upington,2022-02-04,Transaction,2022-12-08,AC001509,Personal Loan,,,,,Online Banking,,,Refund,4931.57
CL01156,Riaan,Petersen,riaan.petersen58@webmail.co.za,082-805-8810,1973-08-20,M,Gauteng,Sandton,2022-02-02,Transaction,2022-12-08,AC001540,Credit Card,,,,,POS,,,POS Purchase,-5386.18
CL01401,Sam,Ndlovu,sam.ndlovu63@yahoo.com,062-412-5710,1993-06-30,M,Free State,Welkom,2022-10-29,Product Enrollment,2022-12-08,AC001857,Credit Card,Active,50000,,5173.03,,,,,
CL00859,Michelle,Sithole,michelle.sithole56@gmail.com,0799624152,1971-01-16,M,Western Cape,Stellenbosch,2022-06-12,Product Enrollment,2022-12-10,AC001128,Personal Loan,Active,,20000,5403.18,,,,,
CL00947,Johan,Fourie,johan.fourie78@yahoo.com,0817523750,1994-07-07,F,KwaZulu Natal,Richards Bay,2022-07-24,Transaction,2022-12-12,AC001256,Credit Card,,,,,ATM,,,Withdrawal,-5620.33
CL00241,Lindiwe,Ndlovu,lindiwe.ndlovu80@telkomsa.net,+27642681144,1972-10-11,M,Mpumalanga,Witbank,2022-01-26,Transaction,2022-12-13,AC000315,Personal Loan,,,,,POS,,,POS Purchase,-2179.99
CL00605,Lindiwe,Zulu,lindiwe.zulu79@gmail.com,079-233-1937,2000-09-14,M,Eastern Cape,Mthatha,2022-01-28,Transaction,2022-12-13,AC000797,Savings,,,,,Branch,,,Withdrawal,-4005.62
CL01112,Nokuthula,Sithole,nokuthula.sithole93@webmail.co.za,0819665105,1993-09-22,M,Eastern Cape,Mthatha,2022-10-24,Product Enrollment,2022-12-13,AC001485,Credit Card,Active,15000,,5033.59,,,,,
CL00922,Nomvula,Van der Merwe,nomvula.van der merwe75@yahoo.com,0701180674,1960-08-06,M,Eastern Cape,East London,2022-09-10,Product Enrollment,2022-12-16,AC001213,Credit Card,Active,10000,,9186.73,,,,,
CL00981,Tumi,Petersen,tumi.petersen18@yahoo.com,0822536556,2007-08-27,F,North West,Mahikeng,2022-09-07,Transaction,2022-12-16,AC001318,Credit Card,,,,,Branch,,,Deposit,1645.54
CL00868,Sam,Steyn,sam.steyn84@outlook.com,27794761327,1989-08-18,M,Western Cape,George,2022-07-21,Transaction,2022-12-17,AC001138,Credit Card,,,,,Online Banking,,,EFT Payment,3462.34
CL01320,Sam,De Villiers, sam.de villiers82@webmail.co.za ,0726253006,1962-02-06,F,North West,Mahikeng,2022-01-17,Transaction,2022-12-17,AC001751,Credit Card,,,,,EFT,,,Debit Order,-2192.21
CL00107,Kyle,Dlamini,kyle.dlamini4@webmail.co.za,27643308538,1969-02-24,F,Mpumalanga,Witbank,2022-06-17,Product Enrollment,2022-12-18,AC000134,Savings,Active,,,79592.14,,,,,
CL01284,Ayesha,Abrahams,ayesha.abrahams4@telkomsa.net,0819067264,1989-05-21,F,Northern Cape,Upington,2022-08-23,Transaction,2022-12-19,AC001714,Credit Card,,,,,POS,,,POS Purchase,-5612.14
CL00545,Ilse,Botha,ilse.botha48@gmail.com,0785858523,1990-06-19,F,Eastern Cape,East London,2022-11-18,Product Enrollment,2022-12-20,AC000724,Credit Card,Active,5000,,195.07,,,,,
CL01228,Chane,Abrahams,chane.abrahams52@outlook.com,+27736171733,1970-05-27,F,Free State,Bloemfontein,2022-02-04,Product Enrollment,2022-12-20,AC001622,Savings,Active,,,78661.87,,,,,
CL00976,Riaan,Smith,riaan.smith22@gmail.com,0736662609,1973-02-21,,Eastern Cape,Mthatha,2022-02-18,Transaction,2022-12-21,AC001305,Savings,,,,,POS,,,POS Purchase,-1022.96
CL01136,Sam,Smith,sam.smith94@webmail.co.za,+27759362556,1997-11-11,M,Northern Cape,Kimberley,2022-01-11,Transaction,2022-12-22,AC001510,Savings,,,,,EFT,,,Deposit,2721.17
CL01486,Farhaan,Naidoo,FARHAAN.NAIDOO49@TELKOMSA.NET,0807540556,1963-05-27,F,Western Cape,Paarl,2022-08-12,Transaction,2022-12-22,AC001979,Credit Card,,,,,Branch,,,Withdrawal,-6479.91
CL01462,Sipho,Adams,sipho.adams19@telkomsa.net,27677269122,1987-12-13,M,KwaZulu Natal,Durban,2022-04-07,Product Enrollment,2022-12-23,AC001946,Personal Loan,Active,,20000,6621.35,,,,,
CL00567,Mpho,Mokoena,mpho.mokoena67@yahoo.com,27842605088,1969-05-20,U,Gauteng,Soweto,2022-04-22,Product Enrollment,2022-12-24,AC000753,Credit Card,Active,15000,,2611.63,,,,,
CL00678,Farhaan,Naidoo,farhaan.naidoo62@yahoo.com,0773064864,1998-06-30,M,KwaZulu Natal,Pietermaritzburg,2022-12-01,Product Enrollment,2022-12-24,AC000894,Credit Card,Closed,5000,,4712.06,,,,,
CL00981,Tumi,Petersen,tumi.petersen18@yahoo.com,0822536556,2007-08-27,F,North West,Mahikeng,2022-09-07,Transaction,2022-12-24,AC001318,Credit Card,,,,,Branch,,,Withdrawal,-2511.38
CL01260,Andile,Petersen, andile.petersen93@telkomsa.net ,075 706 1877,2007-03-15,F,Free State,Welkom,2022-09-12,Transaction,2022-12-24,AC001679,Savings,,,,,POS,,,POS Purchase,-5410.61
CL00699,Mpho,De Villiers,mpho.de villiers63@gmail.com,+27793163996,2006-05-04,U,Free State,Welkom,2022-09-11,Product Enrollment,2022-12-26,AC000921,Savings,Active,,,38865.74,,,,,
CL00687,Riaan,Dlamini, RIAAN.DLAMINI47@YAHOO.COM ,27733511838,1990-10-11,M,Gauteng,Johannesburg,2022-11-20,Product Enrollment,2022-12-28,AC000905,Personal Loan,Active,,100000,82075.54,,,,,
CL00126,Ruan,De Villiers,ruan.de villiers21@outlook.com,0646244264,1984-06-06,F,Eastern Cape,Mthatha,2022-05-30,Transaction,2022-12-29,AC000162,Credit Card,,,,,POS,,,POS Purchase,-173.57
CL00880,Precious,Fourie,precious.fourie68@yahoo.com,,1999-01-31,M,North West,Mahikeng,2022-01-25,Product Enrollment,2022-12-30,AC001156,Savings,Closed,,,9949.73,,,,,
CL01462,Sipho,Adams,sipho.adams19@telkomsa.net,27677269122,1987-12-13,M,KwaZulu Natal,Durban,2022-04-07,Transaction,2022-12-30,AC001944,Credit Card,,,,,Mobile App,,,EFT Payment,6943.08
CL00470,Ayesha,Nkosi,AYESHA.NKOSI66@TELKOMSA.NET,0626060776,1951-10-25,F,North West,Mahikeng,2022-03-09,Transaction,2022-12-31,AC000627,Savings,,,,,POS,,,POS Purchase,-865.66
CL01239,Sam,Adams,sam.adams76@outlook.com,+27775909282,2005-04-25,F,Northern Cape,Upington,2022-05-14,Product Enrollment,2022-12-31,AC001640,Credit Card,Active,20000,,18620.42,,,,,
CL00305,Musa,Naidoo,MUSA.NAIDOO76@YAHOO.COM,0641938047,1984-11-11,F,KwaZulu Natal,Richards Bay,2022-03-30,CRM Interaction,2023-01-01,,,,,,,Call,Product Application,Y,,
